Year,Group,Title,Stock Assessment,Physical Oceanography,North Sea Fisheries,Bycatch,Plankton,Elasmobranchs,Otoliths,Ecosystem Approach and Aquaculture,Eels,Sea Floor,Acoustic Surveys,Nephrops,Baltic Fisheries,Pelagic Fisheries,Deep Sea Fisheries,Trawl Surveys,North Western Fisheries,Barents Sea Fisheries,Biodiversity,Salmon and Trout,Ecosystem Based Management,Contaminants and Biological Effects,Salmon Tags,Redfish,"Horse Mackerel, Anchovy and Sardines",Reference Points
2004,WKSCMFD,"10928_WKSCMFD Report, WD4 Precision in French catch at age",1.7638905774219893e-05,9.820281775319017e-06,1.9088683984591626e-05,1.3518764717446174e-05,7.174738584581064e-06,8.348634764843155e-06,0.16238616406917572,1.8719680156209506e-05,7.553469004051294e-06,0.21691745519638062,1.4288646525528748e-05,0.34794434905052185,9.511983080301434e-06,1.9924893422285095e-05,1.2517442883108743e-05,1.1965246812906116e-05,1.0285307325830217e-05,1.5362735211965628e-05,1.1796593753388152e-05,7.676778295717668e-06,1.526334926893469e-05,8.344199159182608e-06,5.5211289691214915e-06,1.4910980098647997e-05,1.4250570529839024e-05,0.27247852087020874
2004,WKSCMFD,"10925_WKSCMFD Report, WD1 Estimating Norway catch at age",0.002402758225798607,1.6893927750061266e-05,3.2838448532857e-05,2.3256461645360105e-05,0.037795133888721466,1.4362238289322704e-05,0.008992847986519337,3.2203646696871147e-05,1.2994306416658219e-05,0.14607971906661987,0.13012240827083588,0.045956503599882126,1.6363557733711787e-05,3.427698902669363e-05,2.1533880499191582e-05,2.0583931473083794e-05,1.7693913832772523e-05,0.12184295058250427,2.0293795387260616e-05,1.3206436960899737e-05,2.6257690478814766e-05,1.4354606719280127e-05,9.498052349954378e-06,2.5651504984125495e-05,2.4515396944480017e-05,0.5064309239387512
2004,WKSCMFD,"10932_WKSCMFD Report, WD8 Uncertainties in Spanish sampling program",3.887474667862989e-05,2.164311990782153e-05,4.2069939809152856e-05,2.9794280635542236e-05,1.5812553101568483e-05,1.8399727196083404e-05,0.20586037635803223,4.125668419874273e-05,1.664724368310999e-05,2.601286360004451e-05,0.003038836643099785,0.20445099472999573,2.0963652787031606e-05,4.3912881665164605e-05,0.004112957511097193,2.6370451450929977e-05,2.266799856442958e-05,3.385824675206095e-05,2.599875551823061e-05,1.691900979494676e-05,3.3639207686064765e-05,1.8389950128039345e-05,1.2168128705525305e-05,3.2862611988093704e-05,0.18299540877342224,0.39900314807891846
2004,WKSCMFD,"10926_WKSCMFD Report, WD2 Universal cost function",2.8508469767984934e-05,1.587180122442078e-05,3.0851639166940004e-05,2.1849387849215418e-05,1.159600378741743e-05,1.3493286132870708e-05,0.12130529433488846,3.025524529221002e-05,0.02049832046031952,1.9076316675636917e-05,0.3888687789440155,0.007171586621552706,1.537352000013925e-05,3.220314465579577e-05,0.03939896076917648,1.9338551282999106e-05,1.6623387637082487e-05,2.482966192474123e-05,1.906597026390955e-05,1.2407414033077657e-05,2.4669032427482307e-05,1.3486116586136632e-05,8.923396308091469e-06,2.409952321613673e-05,2.3032152967061847e-05,0.42235153913497925
2010,WKEID,17621_Report of the Working Group on Ecosystem Indicators of Discarding (WKEID),7.684421689191367e-06,4.278223968867678e-06,0.02047494426369667,0.05209450423717499,3.125687953797751e-06,3.637097961473046e-06,0.22264648973941803,0.017220424488186836,3.2906825708778342e-06,0.16422228515148163,6.2248755057225935e-06,0.2789098024368286,0.07968174666166306,8.68031656864332e-06,5.4532470130652655e-06,0.008277131244540215,4.480813004192896e-06,6.692803708574502e-06,5.139208042237442e-06,3.344402784932754e-06,0.014101012609899044,3.635165512605454e-06,2.4052899334492395e-06,6.4959958763211034e-06,6.208287231856957e-06,0.14229093492031097
2012,WKOOI,8916_Report of the Workshop to Define the Ocean Observing Needs for ICES (WKOOI),1.7988058971241117e-05,1.0014668987423647e-05,1.9466535377432592e-05,1.3786360796075314e-05,0.20195135474205017,8.5138917711447e-06,0.11527466773986816,0.6028836369514465,7.702986295043956e-06,0.004632739815860987,0.012597683817148209,2.7030961064156145e-05,9.700267582957167e-06,2.031929761869833e-05,1.2765219253196847e-05,1.2202092875668313e-05,1.0488899533811491e-05,1.566683204146102e-05,1.203010106110014e-05,7.828736670489889e-06,0.018921656534075737,8.50936794449808e-06,5.630417035717983e-06,1.5206134776235558e-05,1.4532653040078003e-05,0.043488867580890656
2008,WKOOI,8294_Report of the Workshop on Operational Oceanographic Products (WKOOP),3.817483957391232e-05,2.125345417880453e-05,4.1312508983537555e-05,2.9257862479425967e-05,0.2587518095970154,1.806845648388844e-05,0.5727887749671936,0.1677762120962143,1.6347525161108933e-05,2.5544526579324156e-05,3.09240713249892e-05,5.736597449867986e-05,2.058622158074286e-05,4.312226883484982e-05,2.709076215978712e-05,2.589567520772107e-05,2.2259881006903015e-05,3.324865974718705e-05,2.5530671337037347e-05,1.6614398191450164e-05,3.303356425021775e-05,1.8058855857816525e-05,1.194905325974105e-05,3.227095294278115e-05,3.0841667467029765e-05,6.447214400395751e-05
2010,WKADSAM,9509_Report of the Workshop on Reviews of Recent Advances in Stock Assessment Models World-wide (WKADSAM),0.018996194005012512,1.2727953162539052e-06,0.02077403850853443,0.001869622734375298,9.299095609094365e-07,0.005011771339923143,0.058993808925151825,0.006422487087547779,9.789963542061741e-07,1.5297725894924952e-06,1.851934939622879e-06,0.017558224499225616,1.2328370075920247e-06,2.5824424483289476e-06,0.008777997456490993,1.550801812300051e-06,0.006442664656788111,1.9911462914024014e-06,1.5289429029508028e-06,9.949783361662412e-07,1.9782651179411914e-06,1.0814819688675925e-06,7.15587134436646e-07,1.932594841491664e-06,0.020588837563991547,0.8345422148704529
2013,WGHIST,28495_Interim Report of the Working Group on the History of Fish and Fisheries (WGHIST),7.080021987349028e-06,0.05375907942652702,0.0810621976852417,0.0669369101524353,2.87984448732459e-06,0.008824453689157963,0.03687768802046776,0.222701296210289,0.010661657899618149,4.737565632240148e-06,0.025894196704030037,0.02506839856505394,0.041763704270124435,0.022148320451378822,5.024334768677363e-06,4.8026909098553006e-06,4.128385171497939e-06,6.166397270135349e-06,4.734995854960289e-06,3.0813566809229087e-06,0.3959425687789917,3.3492503916932037e-06,2.2161077595228562e-06,5.985068582958775e-06,5.719989530916791e-06,0.008299642242491245
2014,WGHIST,31659_01 WGHIST - Report of the Working Group on the History of Fish and Fisheries,9.098646842176095e-06,0.01020813174545765,0.008124751038849354,0.015685778111219406,3.7009333482274087e-06,4.306462415115675e-06,0.17537643015384674,0.46124958992004395,0.002342883264645934,6.088319423724897e-06,7.3704886744963005e-06,1.367269032925833e-05,0.006659513805061579,1.0277824912918732e-05,6.4568516791041475e-06,6.172012945171446e-06,5.305452759785112e-06,7.924533747427631e-06,6.085017503210111e-06,3.9598999137524515e-06,0.32022497057914734,4.304174126446014e-06,2.8479546472226502e-06,7.691505743423477e-06,7.350848136411514e-06,1.536638410470914e-05
2015,WGHIST,31644_01 WGHIST - Report of the Working Group on the History of Fish and Fisheries,7.220664883789141e-06,0.042586978524923325,7.814146556484047e-06,0.10013826936483383,2.9370519314397825e-06,0.040789783000946045,0.10367484390735626,0.3413776457309723,3.0920889457775047e-06,0.0017376254545524716,5.849202352692373e-06,1.0850615581148304e-05,0.026055894792079926,0.01860133372247219,0.003514838172122836,4.898095085081877e-06,4.210394763504155e-06,6.288891199801583e-06,4.829055342270294e-06,3.1425670385942794e-06,0.2746223509311676,3.4157824302383233e-06,2.2601300315727713e-06,6.103960458858637e-06,5.833615432493389e-06,0.04682165011763573
2012,WGHIST,9560_Report of the Working Group on the History of Fish and Fisheries (WGHIST),3.0489822165691294e-05,1.6974898244370706e-05,0.05487794801592827,0.12150135636329651,1.2401930689520668e-05,1.4431075214815792e-05,0.1661573201417923,0.25782424211502075,1.3056587704340927e-05,2.0402128939167596e-05,2.4698712877579965e-05,4.581757457344793e-05,1.6441987099824473e-05,0.007362138945609331,2.1637089957948774e-05,2.068258800136391e-05,0.0025966919492930174,2.6555333533906378e-05,2.0391062207636423e-05,1.3269735063659027e-05,0.38925719261169434,1.4423407264985144e-05,9.54357619775692e-06,2.577445047791116e-05,2.4632896383991465e-05,5.1493167120497674e-05
2016,WGHIST,32849_01 WGHIST - Report of the Working Group on the History of Fish and Fisheries,5.594852154899854e-06,0.023214641958475113,6.054704954294721e-06,0.0790141150355339,2.27574219024973e-06,0.03836479410529137,0.05374852195382118,0.42452335357666016,0.0032649983186274767,0.016494089737534523,4.532189905148698e-06,8.407479072047863e-06,0.012899810448288918,0.024694819003343582,3.970385023421841e-06,3.7952347611280857e-06,3.262377731516608e-06,4.87287798023317e-06,3.7417401017592056e-06,2.4349833438463975e-06,0.24268555641174316,2.6466811959835468e-06,1.7512368231109576e-06,0.007569235749542713,4.520112725003855e-06,0.07346819341182709
2009,WKAEH,17158_Report of the Workshop on Age estimation of European hake (WKAEH),7.66590437706327e-06,4.267914391675731e-06,8.295981388073415e-06,5.875282568013063e-06,3.1181559734250186e-06,3.628333615779411e-06,0.7882014513015747,8.135611096804496e-06,3.2827529139467515e-06,5.129606051923474e-06,6.209875209606253e-06,0.037843767553567886,4.1339271774631925e-06,8.659399099997245e-06,5.440106178866699e-06,5.200120540393982e-06,4.470015483093448e-06,6.676676093775313e-06,5.126823907630751e-06,0.013026542030274868,6.633482826146064e-06,3.626405714385328e-06,2.399493951088516e-06,6.480342108261539e-06,0.04744138568639755,0.11337246745824814
2005,SGBYSAL,10999_Report of the Study Group on the Bycatch of Salmon in Pelagic Trawl Fisheries (SGBYSAL),1.1050729881389998e-05,6.152381502033677e-06,1.1959012226725463e-05,0.22840431332588196,4.494955192058114e-06,5.230398528510705e-06,1.549283115309663e-05,1.172783140646061e-05,0.16031533479690552,7.394547083094949e-06,0.11635791510343552,1.6606119970674627e-05,5.959233021712862e-06,0.04334363713860512,7.842146260372829e-06,0.02776339277625084,0.015421467833220959,0.10119610279798508,7.39053621146013e-06,0.15566429495811462,9.562450031808112e-06,5.2276191127020866e-06,3.4589731967571424e-06,0.0351303294301033,0.11625500023365021,1.8663184164324775e-05
2004,SGBYSAL,10722_Report of the Study Group on the Bycatch of Salmon in Pelagic Trawl Fisheries (SGBYSAL),6.246845714485971e-06,3.4778677218127996e-06,6.7602863964566495e-06,0.13846023380756378,2.5409444788238034e-06,2.956681782961823e-06,8.757911928114481e-06,6.629602921748301e-06,0.20573651790618896,4.18004901803215e-06,0.07386072725057602,0.003805299988016486,3.368683110238635e-06,0.07547370344400406,0.03897423669695854,4.237510438542813e-06,0.023965584114193916,0.1123478040099144,4.1777816477406304e-06,0.1628286987543106,5.405538558989065e-06,2.9551108582381858e-06,1.955316292878706e-06,0.07834717631340027,0.08612579852342606,1.0550072147452738e-05
2001,SGEEMI,8372_REPORT OF THE STUDY GROUP TO EVALUATE THE EFFECTS OF MULTISPECIES INTERACTIONS (SGEEMI),9.339092684967909e-06,5.199445240577916e-06,1.0106692570843734e-05,7.157643267419189e-06,3.798736088356236e-06,0.011718750931322575,1.3093161214783322e-05,0.06690852344036102,3.999258751719026e-06,6.249212674447335e-06,7.565265150333289e-06,0.0014300624607130885,5.0362132242298685e-06,1.054943186318269e-05,6.62748379909317e-06,6.3351180870085955e-06,5.44565727977897e-06,0.056527797132730484,0.01717119663953781,4.064546374138445e-06,0.1110878437757492,4.417918262333842e-06,2.923216243289062e-06,7.894765076343901e-06,7.54510529077379e-06,0.7350285053253174
2013,WGIPEM,23956_Report of the Working Group on Intergrative Physical-Biological and Ecosystem Modelling,5.910215350013459e-06,0.0012638007756322622,6.395988293661503e-06,0.010415109805762768,0.17926572263240814,0.0024437210522592068,0.08220876753330231,0.28771957755088806,2.5309182092314586e-06,3.954794465244049e-06,4.787654233950889e-06,8.881380381353665e-06,3.1871516057435656e-06,6.676174507447286e-06,4.194182110950351e-06,4.009159511042526e-06,3.4462668736523483e-06,0.002957661170512438,3.952649421989918e-06,2.57223518929095e-06,0.15370282530784607,2.79586561191536e-06,1.849948148446856e-06,4.996177267457824e-06,0.020484410226345062,0.2594682574272156
2014,WGIPEM,29868_01 WGIPEM - Report of the Working Group on Integrative Physical-Biological and Ecosystem Modelling,7.887697393016424e-06,0.003339417278766632,8.536003406334203e-06,0.020747020840644836,0.18561820685863495,3.7333102227421477e-06,0.1015857681632042,0.22270970046520233,3.3777309909055475e-06,5.2780183068534825e-06,0.0035436770413070917,1.1852976967929862e-05,4.253531642461894e-06,8.909936695999932e-06,5.59750196771347e-06,5.350572791940067e-06,4.599343810696155e-06,6.869848675705725e-06,0.015445319004356861,3.432872063058312e-06,0.1477484554052353,0.006007027812302113,2.4689170459168963e-06,6.667834441032028e-06,0.023859679698944092,0.26930689811706543
2015,WGIPEM,31145_01 WGIPEM - Report of the Working Group on Integrative Physical-biological and Ecosystem Modelling,7.93360777606722e-06,4.416955562192015e-06,8.585687282902654e-06,6.080455023038667e-06,0.20722119510173798,3.755039642783231e-06,0.061099372804164886,0.23590797185897827,3.3973908557527466e-06,5.308738764142618e-06,6.426731943065533e-06,1.1921965779038146e-05,4.278288997738855e-06,0.004209240898489952,5.6300818869203795e-06,0.000934109091758728,4.626113877748139e-06,6.909834155521821e-06,0.003229667665436864,3.452852979535237e-06,0.21259965002536774,3.753044666154892e-06,2.483287289578584e-06,6.706643944198731e-06,0.004799006972461939,0.26990407705307007
2012,WGIPEM,9561_Report of the Working Group on Interactive Physical-biological and Ecosystem-Modelling,7.222032763820607e-06,0.011217035353183746,7.815626304363832e-06,5.5350915317831095e-06,0.17082035541534424,3.4182455692644e-06,0.10466217994689941,0.3710253834724426,3.0926746603654465e-06,4.8325910029234365e-06,5.8503101172391325e-06,1.0852670129679609e-05,3.894564088113839e-06,8.158001946867444e-06,5.125112693349365e-06,4.8990227696776856e-06,4.211191935610259e-06,0.007497870828956366,4.829969839192927e-06,3.14316230287659e-06,0.11167705059051514,3.4164293083449593e-06,2.260558176203631e-06,6.105116881371941e-06,0.01381554827094078,0.20918995141983032
2016,WGIPEM,32266_01 WGIPEM - Interim Report of the Working Group on Integrative Physical-Biological and Ecosystem Modelling (WGIPEM) 6-8,1.1658322364382911e-05,6.4906525949481875e-06,1.2616543244803324e-05,0.02796027809381485,0.1624884009361267,5.5179766604851466e-06,0.07408449053764343,0.27406683564186096,4.992416961613344e-06,7.801114406902343e-06,9.44398925639689e-06,1.751915624481626e-05,6.28688394499477e-06,1.316923135163961e-05,8.273324056062847e-06,0.01699267327785492,6.798007689212682e-06,0.013488376513123512,7.796883437549695e-06,5.073917691333918e-06,0.12419121712446213,5.5150449043139815e-06,3.649154905360774e-06,9.855316420726012e-06,0.009362268261611462,0.2972230017185211
2006,REGNS,8601_REPORT OF THE REGIONAL ECOSYSTEM STUDY GROUP FOR THE NORTH SEA (REGNS),4.777560661750613e-06,2.659858409970184e-06,0.043257325887680054,3.6616054330806946e-06,0.21302831172943115,0.004675240255892277,0.04676080867648125,0.026111286133527756,2.0458840026549296e-06,0.05708673223853111,0.04864322394132614,0.007578969933092594,2.576354518168955e-06,0.014617228880524635,3.3903941130120074e-06,0.017387503758072853,2.7858120574819623e-06,4.161051492701517e-06,0.17203979194164276,0.001072594546712935,0.2710506319999695,0.01778637245297432,0.0016313525848090649,4.038692168251146e-06,3.859817752527306e-06,0.05723867192864418
2005,REGNS,8543_REPORT OF THE REGIONAL ECOSYSTEM STUDY GROUP FOR THE NORTH SEA (REGNS),7.456239472958259e-06,4.151185748924036e-06,0.044564180076122284,5.714591679861769e-06,0.11653611809015274,3.5290975120005896e-06,0.1094094067811966,0.20655454695224762,3.1929687338561052e-06,0.0560963936150074,0.004191459622234106,1.1204617294424679e-05,4.02086288886494e-06,0.0198910441249609,5.291317847877508e-06,0.006064905319362879,4.3477589315443765e-06,6.494066838058643e-06,0.024458417668938637,3.24509346683044e-06,0.2613365650177002,0.1048760786652565,2.333867087145336e-06,6.303102964011487e-06,0.007166197057813406,0.03878742456436157
2003,REGNS,8421_REPORT OF THE Regional Ecosystem Study Group for the North Sea (REGNS),9.829765076574404e-06,5.472621978697134e-06,1.0637693776516244e-05,7.533702955697663e-06,0.003054578322917223,4.652506049751537e-06,0.03913820534944534,0.6757072806358337,4.209377948427573e-06,6.5775438997661695e-06,7.96274071035441e-06,1.4771353562537115e-05,5.300813882058719e-06,1.1103694305347744e-05,6.975688847887795e-06,6.667962679784978e-06,0.0005311663262546062,8.561306458432227e-06,6.573975952051114e-06,4.278095730114728e-06,0.18167716264724731,0.0971212312579155,3.0768007945880527e-06,0.0026216560509055853,7.941522198962048e-06,1.6601137758698314e-05
2003,REGNS,30421_Regional Ecosystem Study Group for the North Sea (REGNS),9.829764167079702e-06,5.472621069202432e-06,1.063769195752684e-05,7.533702046202961e-06,0.0030265541281551123,4.652505595004186e-06,0.039145730435848236,0.675707995891571,4.209377493680222e-06,6.577542990271468e-06,7.962739800859708e-06,1.4771351743547712e-05,5.300812972564017e-06,1.1103693395853043e-05,6.9756883931404445e-06,6.667961770290276e-06,0.0005311634740792215,8.561305548937526e-06,6.573975497303763e-06,4.278095275367377e-06,0.1816934198141098,0.09712470322847366,3.0768003398407018e-06,0.0026216458063572645,7.941521289467346e-06,1.660113593970891e-05
2004,REGNS,8489_REPORT OF THE REGIONAL ECOSYSTEM STUDY GROUP FOR THE NORTH SEA (REGNS),6.268393917707726e-06,3.4898648664238863e-06,6.783606295357458e-06,4.804206128028454e-06,0.14035172760486603,2.9668808565475047e-06,0.09119760245084763,0.343617707490921,2.6843001705856295e-06,0.04046064242720604,5.077801688457839e-06,9.419622983841691e-06,3.3803034966695122e-06,7.080772775225341e-06,4.448363597475691e-06,4.2521278373897076e-06,3.6551221000991063e-06,5.459503881866112e-06,4.192193046037573e-06,2.7281212169327773e-06,0.20478270947933197,0.04153968021273613,1.962061105587054e-06,5.2989621508459095e-06,0.0015561223262920976,0.13640987873077393
2004,REGNS,6201_Report of the,6.2683934629603755e-06,3.4898644116765354e-06,6.783605840610107e-06,4.804205673281103e-06,0.14035171270370483,2.9668806291738292e-06,0.09119784086942673,0.34361782670021057,2.684299943211954e-06,0.04046013206243515,5.077801233710488e-06,9.41962207434699e-06,3.380303269295837e-06,7.0807723204779904e-06,4.44836314272834e-06,4.252127382642357e-06,3.655121872725431e-06,5.4595034271187615e-06,4.1921925912902225e-06,2.728120989559102e-06,0.20478278398513794,0.041539713740348816,1.962061105587054e-06,5.298961696098559e-06,0.0015561262844130397,0.13640986382961273
2010,WGEGGS,9100_Report of the Working Group on North Sea Cod and Plaice Egg Surveys in the North Sea (WGEGGS),1.9974397218902595e-05,0.021214231848716736,0.05644850432872772,1.5308725778595544e-05,0.02334434725344181,9.454040991840884e-06,0.177002415060997,0.011614290066063404,8.553591214877088e-06,1.3365779523155652e-05,0.09786283224821091,3.0015864467713982e-05,1.077142314898083e-05,2.2563062884728424e-05,1.4174823263601866e-05,0.4220813810825348,1.1647140127024613e-05,0.02014625072479248,0.05216916650533676,8.693227755429689e-06,1.7284302884945646e-05,9.449017852602992e-06,6.252157618291676e-06,1.6885278455447406e-05,0.11786844581365585,3.373405706952326e-05
2011,WGEGGS,9150_Report of the Working Group on North Sea Cod and Plaice Egg Surveys in the North Sea (WGEGGS),2.159016912628431e-05,1.202010753331706e-05,0.022469324991106987,1.654708103160374e-05,0.0364089235663414,1.0218798706773669e-05,0.23403514921665192,0.02340991050004959,9.245509318134282e-06,0.0424533449113369,0.034231558442115784,3.2443909731227905e-05,1.1642746358120348e-05,2.4388236852246337e-05,1.5321455066441558e-05,0.29564183950424194,1.2589302059495822e-05,1.88041158253327e-05,1.4439129699894693e-05,9.396440873388201e-06,0.07573595643043518,0.040352579206228256,6.757908067811513e-06,1.8251164874527603e-05,0.18084804713726044,0.014179707504808903
2008,WGGIB,7077_REPORT OF THEICES-IOC-SCOR WORKING GROUP ON GEOHAB IMPLEMENTATION IN THE BALTIC (WGGIB),2.2154114049044438e-05,1.2334077837294899e-05,2.3975006115506403e-05,1.6979298379737884e-05,0.6183571219444275,1.048571812134469e-05,0.07371268421411514,0.08033090084791183,9.487006536801346e-06,0.011563597247004509,1.7946254956768826e-05,3.3291358704445884e-05,0.10840591043233871,2.5025268769240938e-05,1.5721658201073296e-05,1.5028111192805227e-05,1.2918139873363543e-05,1.929528843902517e-05,1.4816286238783505e-05,9.64188075158745e-06,0.0766027495265007,0.016048181802034378,6.934427801752463e-06,1.8727892893366516e-05,1.78984319063602e-05,0.014676188118755817
2006,WGGIB,7064_REPORT OF THEICES-IOC-SCOR WORKING GROUP ON GEOHAB IMPLEMENTATION IN THE BALTIC (WGGIB),1.0167578693653923e-05,5.660695933329407e-06,1.1003272447851487e-05,7.792608812451363e-06,0.8905841708183289,4.812395673070569e-06,1.4254675988922827e-05,1.079056801245315e-05,4.354038992460119e-06,6.803590167692164e-06,0.004416605457663536,1.527899075881578e-05,0.09199757874011993,1.1485288268886507e-05,7.215418463601964e-06,6.8971162363595795e-06,5.92874994254089e-06,8.855527084961068e-06,6.79989989293972e-06,4.425118277140427e-06,8.798238923191093e-06,0.012813165783882141,3.1825393307371996e-06,8.595122380938847e-06,8.214443369070068e-06,1.717165287118405e-05
2007,WGGIB,7071_REPORT OF THEICES-IOC-SCOR WORKING GROUP ON GEOHAB IMPLEMENTATION IN THE BALTIC (WGGIB),5.598955340246903e-06,3.11716144096863e-06,6.059145107428776e-06,4.291136519896099e-06,0.8967944979667664,2.65003018284915e-06,0.00039372534956783056,5.942015377513599e-06,2.3976278953341534e-06,0.00925077311694622,4.535513198788976e-06,8.413644536631182e-06,0.04924658313393593,0.001405717572197318,3.973296770709567e-06,3.7980180422891863e-06,3.2647701573296217e-06,4.876451384916436e-06,3.7444840472744545e-06,2.436768909319653e-06,0.03813893720507622,0.004684233106672764,1.752521029629861e-06,4.7330549932667054e-06,4.523427378444467e-06,9.455877261643764e-06
2014,WKPGMEQ,31183_01 WKPGMEQ - Report of the Workshop of a Planning Group on the Monitoring of Eel Quality,1.1335318959027063e-06,0.0018044484313577414,1.2266992825971101e-06,8.687586046107754e-07,4.6107140860840445e-07,5.365096740206354e-07,0.01726819947361946,1.2029859135509469e-06,0.362944632768631,7.584978902741568e-07,9.182336953017511e-07,1.7033777339747758e-06,6.112701385063701e-07,1.2804367770513636e-06,0.0011031016474589705,0.007830912247300148,6.609663500967145e-07,9.87257976703404e-07,0.00029191048815846443,4.933340846946521e-07,9.808711638470413e-07,0.6067360043525696,0.002003222471103072,9.582267921359744e-07,9.157868134934688e-07,1.9143819827149855e-06
2013,WGOH,28033_Report of the Working Group on Oceanic Hydrography (WGOH),4.876445927948225e-06,0.7922022938728333,5.277251148072537e-06,3.7373929444584064e-06,0.01063251681625843,2.30806062972988e-06,0.017748018726706505,0.012136797420680523,2.088229393848451e-06,3.2630521218379727e-06,0.023203052580356598,7.327917501243064e-06,2.6296795567759546e-06,5.508429239853285e-06,3.4605679957167013e-06,3.3079079457820626e-06,0.0017864661058411002,0.010236776433885098,3.2612822451483225e-06,2.1223195290076546e-06,4.219700258545345e-06,2.3068344034982147e-06,1.5263694876921363e-06,0.12707222998142242,3.93970776713104e-06,0.004920701030641794
2014,WGOH,30324_01 WGOH - Report of the Working Group on Oceanic Hydrography,5.652860636473633e-06,0.8219632506370544,6.117480552347843e-06,4.3324507714714855e-06,0.0023471047170460224,2.6755437829706352e-06,0.024436458945274353,0.024819985032081604,2.420711780359852e-06,3.782586645684205e-06,0.02421032078564167,8.494648682244588e-06,3.048369990210631e-06,6.385466804204043e-06,4.011550572613487e-06,3.834584276773967e-06,3.2962025215965696e-06,0.008690744638442993,3.7805348256370053e-06,2.4602295525255613e-06,4.891549906460568e-06,2.674122242751764e-06,1.7693938616503146e-06,0.09344841539859772,4.566977622744162e-06,9.546916771796532e-06
2015,WGOH,31216_01 WGOH - Report of the Working Group on Oceanic Hydrography,6.685640073555987e-06,0.7476041316986084,7.235146767925471e-06,5.123990831634728e-06,0.00727379135787487,3.1643667171010748e-06,0.051194678992033005,0.058701563626527786,2.8629765438381582e-06,4.473666649573715e-06,0.005200992338359356,1.0046624083770439e-05,3.6053083931619767e-06,7.5520938480622135e-06,4.744462330563692e-06,4.535164407570846e-06,3.898419890902005e-06,5.822907496622065e-06,0.0008265088545158505,2.909714339693892e-06,0.008760966360569,3.1626855161448475e-06,2.092662725772243e-06,0.12034276127815247,5.4013662520446815e-06,1.1291141163383145e-05
2012,WGOH,8904_Report of the Working Group on Oceanic Hydrography (WGOH),4.605754838848952e-06,0.8466638922691345,4.984311544831144e-06,3.5299306091474136e-06,0.00900243129581213,2.1799405658384785e-06,6.457146355387522e-06,4.887959221377969e-06,1.9723120203707367e-06,3.081920567638008e-06,0.029386110603809357,6.921145541127771e-06,2.483706339262426e-06,5.202657121117227e-06,3.2684722555131884e-06,3.124286422462319e-06,2.6856314434553497e-06,4.011415967397625e-06,3.0802489163761493e-06,2.0045097244292265e-06,3.985465355071938e-06,2.1787820969620952e-06,1.4416408475881326e-06,0.1148640513420105,3.7210152186162304e-06,7.778497092658654e-06
2008,WGOH,8289_REPORT OF THE WORKING GROUP ON OCEANIC HYDROGRAPHY (WGOH),4.102739239897346e-06,0.8131284713745117,4.439951680978993e-06,3.144410584354773e-06,0.013419401831924915,1.9418591818975983e-06,0.033393703401088715,4.354122665972682e-06,1.7569067267686478e-06,2.745329766185023e-06,0.018046561628580093,0.0010185976279899478,2.2124493170849746e-06,4.634450760931941e-06,2.911507408498437e-06,2.7830685667140642e-06,2.392321221122984e-06,3.573310777937877e-06,2.743840695984545e-06,1.7855879832495702e-06,0.0025428563822060823,1.940827360158437e-06,1.284192535422335e-06,0.10225103050470352,3.3146259283967083e-06,0.016147350892424583
2001,WGOH,8157_REPORT OF THE WORKING GROUP ON OCEANIC HYDROGRAPHY (WGOH),2.9774196264042985e-06,0.7576863765716553,3.22213986692077e-06,2.281946308357874e-06,0.017876798287034035,1.409236460858665e-06,0.0635717585682869,3.1598526675225003e-06,1.275013687518367e-06,1.9923272702726535e-06,0.02387860231101513,4.4742187128576916e-06,1.6056077356552123e-06,3.3632909435254987e-06,2.112924903485691e-06,2.0197148842271417e-06,0.008469823747873306,0.013009862042963505,0.0021961701568216085,1.2958281558894669e-06,2.5764295514818514e-06,1.4084877193454304e-06,9.319579135080858e-07,0.08524546772241592,2.4054741061263485e-06,0.02802661620080471
2006,WGOH,8265_REPORT OF THE WORKING GROUP ON OCEANIC HYDROGRAPHY (WGOH),3.31402407027781e-06,0.8083893060684204,3.586410457501188e-06,2.5399256173841422e-06,0.01421758346259594,1.5685540120102814e-06,0.04532283544540405,3.517081495374441e-06,1.4191570016919286e-06,2.217564542661421e-06,0.01586618646979332,4.980039648216916e-06,1.787125597729755e-06,3.743518846022198e-06,2.3517959562013857e-06,2.248048531328095e-06,1.9324188542668708e-06,2.8863737497886177e-06,2.2163617359183263e-06,1.4423246739170281e-06,2.8677009140665177e-06,1.5677205738029443e-06,1.0373180430178763e-06,0.11614860594272614,2.67741870629834e-06,5.596938535745721e-06
2007,WGOH,8751_Report of the Working Group on Oceanic Hydrography (WGOH),3.3114367852249416e-06,0.8471176624298096,3.58361057806178e-06,2.537942691560602e-06,0.002120292978361249,1.567329491081182e-06,0.005106777418404818,3.5143357308697887e-06,1.4180491234583315e-06,2.2158333194965962e-06,0.02450607158243656,4.976152013114188e-06,1.7857304328572354e-06,3.740596412171726e-06,2.3499599137721816e-06,2.246293433927349e-06,1.930910229930305e-06,0.001627542544156313,2.2146314222482033e-06,1.4411986057893955e-06,2.8654621928581037e-06,1.566496734994871e-06,1.0365081379859475e-06,0.0996345654129982,2.6753284600999905e-06,0.01984008029103279
